strain	serotype	genotype	date	region	country	division	locate	host	passage	specimen	additional host information	sequencing technology	assembly method	comment	comment type
EPI_ISL_808314	DENV2	III-Asian-American	2019-03-04	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.73%% of overall sequence).	warn
EPI_ISL_808315	DENV2	III-Asian-American	2019-02-02	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (6.43%% of overall sequence).	warn
EPI_ISL_808316	DENV2	III-Asian-American	2019-01-31	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808317	DENV2	III-Asian-American	2019-01-31	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.67%% of overall sequence).	warn
EPI_ISL_808318	DENV2	III-Asian-American	2019-01-31	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808320	DENV2	III-Asian-American	2019-01-31	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808321	DENV2	III-Asian-American	2019-01-27	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808322	DENV2	III-Asian-American	2019-01-27	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808323	DENV2	III-Asian-American	2019-01-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808324	DENV2	III-Asian-American	2019-01-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (9.59%% of overall sequence).	warn
EPI_ISL_808325	DENV2	III-Asian-American	2019-01-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (6.08%% of overall sequence).	warn
EPI_ISL_808326	DENV2	III-Asian-American	2019-01-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808327	DENV2	III-Asian-American	2019-01-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.59%% of overall sequence).	warn
EPI_ISL_808329	DENV2	III-Asian-American	2019-01-25	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808330	DENV2	III-Asian-American	2019-01-24	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808331	DENV2	III-Asian-American	2019-01-24	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808332	DENV2	III-Asian-American	2019-01-23	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.78%% of overall sequence).	warn
EPI_ISL_808333	DENV2	III-Asian-American	2019-01-23	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808334	DENV2	III-Asian-American	2019-01-23	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.77%% of overall sequence).	warn
EPI_ISL_808335	DENV2	III-Asian-American	2019-01-21	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808337	DENV2	III-Asian-American	2019-01-20	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808338	DENV2	III-Asian-American	2019-01-19	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808339	DENV2	III-Asian-American	2019-01-15	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (6.09%% of overall sequence).	warn
EPI_ISL_808340	DENV2	III-Asian-American	2019-01-10	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808341	DENV2	III-Asian-American	2018-12-14	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808342	DENV2	III-Asian-American	2018-12-13	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (8.40%% of overall sequence). NS4A without BLAST coverage. Partial NS5 gene sequence is reported.	warn
EPI_ISL_808343	DENV2	III-Asian-American	2018-11-26	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808344	DENV2	III-Asian-American	2018-11-14	South America	Brazil	Mato Grosso do Sul	Campo Grande	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808346	DENV2	III-Asian-American	2019-02-20	South America	Brazil	Mato Grosso	Camapua	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808347	DENV2	III-Asian-American	2019-03-12	South America	Brazil	Goias	Caldas Novas	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808349	DENV2	III-Asian-American	2019-02-04	South America	Brazil	Goias	Caldas Novas	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808350	DENV2	III-Asian-American	2019-01-28	South America	Brazil	Goias	Caldas Novas	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808351	DENV2	III-Asian-American	2019-01-24	South America	Brazil	Goias	Caldas Novas	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808352	DENV2	III-Asian-American	2019-01-17	South America	Brazil	Goias	Caldas Novas	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808354	DENV2	III-Asian-American	2019-04-02	South America	Brazil	Minas Gerais	Buritis	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808361	DENV2	III-Asian-American	2019-02-07	South America	Brazil	Minas Gerais	Betim	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (8.12%% of overall sequence).	warn
EPI_ISL_808363	DENV2	III-Asian-American	2019-04-06	South America	Brazil	Minas Gerais	Belo Horizonte	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (10.39%% of overall sequence).	warn
EPI_ISL_808366	DENV2	III-Asian-American	2019-05-27	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808367	DENV2	III-Asian-American	2019-05-21	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.78%% of overall sequence).	warn
EPI_ISL_808368	DENV2	III-Asian-American	2019-05-20	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808369	DENV2	III-Asian-American	2019-05-16	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808370	DENV2	III-Asian-American	2019-05-14	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808371	DENV2	III-Asian-American	2019-05-14	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808372	DENV2	III-Asian-American	2019-05-14	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (6.26%% of overall sequence). Partial NS5 gene sequence is reported.	warn
EPI_ISL_808373	DENV2	III-Asian-American	2019-04-30	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808374	DENV2	III-Asian-American	2019-04-29	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (9.59%% of overall sequence).	warn
EPI_ISL_808375	DENV2	III-Asian-American	2019-04-25	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808376	DENV2	III-Asian-American	2019-04-24	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808377	DENV2	III-Asian-American	2019-04-11	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (6.02%% of overall sequence).	warn
EPI_ISL_808379	DENV2	III-Asian-American	2019-04-08	South America	Brazil	Bahia	Barreiras	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808380	DENV2	III-Asian-American	2019-02-12	South America	Brazil	Minas Gerais	Arinos	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808381	DENV2	III-Asian-American	2019-04-12	South America	Brazil	Minas Gerais	Araguari	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.70%% of overall sequence).	warn
EPI_ISL_808382	DENV2	III-Asian-American	2019-03-19	South America	Brazil	Mato Grosso do Sul	Aparecida do Taboado	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20		
EPI_ISL_808387	DENV2	III-Asian-American	2019-02-11	South America	Brazil	Mato Grosso do Sul	Agua Clara	Human	Original	Serum		Oxford Nanopore MinION	GenomeDetective v. 1.20	Stretches of NNNs (5.76%% of overall sequence).	warn
EPI_ISL_808398	DENV2	II-Cosmopolitan	2019-01-04	Africa	Senegal			Human	Original	Plasma		IonTorrent	CLC workbench v. 12.0.3		
EPI_ISL_808399	DENV2	II-Cosmopolitan	2018-10-15	Africa	Senegal			Human	Original	Serum		IonTorrent	CLC workbench v. 12.0.3	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_808400	DENV2	II-Cosmopolitan	2018-12-13	Africa	Mauritania			Human	Original	Serum		IonTorrent	CLC workbench v. 12.0.3		
EPI_ISL_808401	DENV2	II-Cosmopolitan	2017-11-30	Africa	Mauritania			Human	Original	Plasma		IonTorrent	CLC workbench v. 12.0.3		
EPI_ISL_808409	DENV2	II-Cosmopolitan	2017-06-06	Africa	Cote d'Ivoire			Human	Original	Serum		IonTorrent	CLC workbench v. 12.0.3		
EPI_ISL_808410	DENV2	II-Cosmopolitan	2019-09-08	Africa	Burkina Faso			Human	Original	Plasma		IonTorrent	CLC workbench v. 12.0.3	Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_808411	DENV2	II-Cosmopolitan	2019-08-10	Africa	Burkina Faso			Human	Original	Plasma		IonTorrent	CLC workbench v. 12.0.3	Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_808414	DENV2	II-Cosmopolitan	2016-11-02	Africa	Burkina Faso			Human	Original	Serum		IonTorrent	CLC workbench v. 12.0.3		
EPI_ISL_808589	DENV2	III-Asian-American	2019-07-18	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808590	DENV2	III-Asian-American	2019-07-11	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808591	DENV2	III-Asian-American	2019-06-19	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808592	DENV2	III-Asian-American	2019-06-12	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020	Partial C gene sequence is reported.	
EPI_ISL_808594	DENV2	III-Asian-American	2019-05-21	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808595	DENV2	III-Asian-American	2019-04-18	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808597	DENV2	III-Asian-American	2019-04-09	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808599	DENV2	III-Asian-American	2019-03-12	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020	Stretches of NNNs (8.60%% of overall sequence). Partial C gene sequence is reported.	warn
EPI_ISL_808600	DENV2	III-Asian-American	2019-01-29	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020	Partial C gene sequence is reported.	
EPI_ISL_808601	DENV2	III-Asian-American	2019-01-28	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020	Stretches of NNNs (7.78%% of overall sequence). Partial C gene sequence is reported.	warn
EPI_ISL_808609	DENV2	III-Asian-American	2010-04-23	South America	Brazil	Sao Paulo	Ribeirao Preto	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020	Stretches of NNNs (5.43%% of overall sequence). Partial C gene sequence is reported.	warn
EPI_ISL_808613	DENV2	III-Asian-American	2019-04-11	South America	Brazil	Sao Paulo	Monte Aprazivel	Human	Original	Serum		Illumina	BWA & Reference Guided v. JANUARY-2020		
EPI_ISL_808724	DENV2	II-Cosmopolitan	2020-10-09	Asia	China	Guangdong	Guangzhou	Human	Original	Serum		Sanger			
EPI_ISL_808726	DENV2	II-Cosmopolitan	2020-08-07	Asia	China	Guangdong	Guangzhou	Human	Original	Serum		Sanger			
EPI_ISL_809005	DENV2	II-Cosmopolitan	2020-10-18	Asia	China	Guangdong	Guangzhou	Human	Original	Serum		Sanger			
EPI_ISL_810136	DENV2	II-Cosmopolitan	2019-12-30	Asia	Thailand	Bangkok		Human	Original	Serum		Illumina	CLC Genomics workbench v. 9.5.3		
EPI_ISL_810143	DENV2	II-Cosmopolitan	2019-11-30	Asia	Thailand	Bangkok		Human	Original	Serum		Illumina	CLC Genomics workbench v. 9.5.3		
EPI_ISL_810144	DENV2	II-Cosmopolitan	2019-11-28	Asia	Thailand	Bangkok		Human	Original	Serum		Illumina	CLC Genomics workbench v. 9.5.3		
EPI_ISL_810149	DENV2	II-Cosmopolitan	2019-11-24	Asia	Thailand	Bangkok		Human	Original	Serum		Illumina	CLC Genomics workbench v. 9.5.3		
EPI_ISL_810154	DENV2	V-AsianI	2019-11-19	Asia	Thailand	Bangkok		Human	Original	Serum		Illumina	CLC Genomics workbench v. 9.5.3		
EPI_ISL_812524	DENV2	IV-AsianII	2018-07-09	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.42%% of overall sequence).	warn
EPI_ISL_812525	DENV2	IV-AsianII	2018-04-07	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.43%% of overall sequence).	warn
EPI_ISL_813973	DENV2	IV-AsianII	2018-03-12	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.43%% of overall sequence).	warn
EPI_ISL_833182	DENV2	IV-AsianII	2018-05-15	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181		
EPI_ISL_837331	DENV2	IV-AsianII	2018-03-31	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (7.77%% of overall sequence).	warn
EPI_ISL_837332	DENV2	IV-AsianII	2018-03-31	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181		
EPI_ISL_837334	DENV2	IV-AsianII	2018-06-01	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181		
EPI_ISL_837335	DENV2	IV-AsianII	2018-05-20	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.45%% of overall sequence).	warn
EPI_ISL_837336	DENV2	IV-AsianII	2018-05-13	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.44%% of overall sequence).	warn
EPI_ISL_837337	DENV2	IV-AsianII	2018-05-13	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.43%% of overall sequence).	warn
EPI_ISL_837338	DENV2	IV-AsianII	2018-05-07	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.50%% of overall sequence).	warn
EPI_ISL_837339	DENV2	IV-AsianII	2018-04-24	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (9.81%% of overall sequence).	warn
EPI_ISL_837597	DENV2	IV-AsianII	2018-04-23	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.43%% of overall sequence).	warn
EPI_ISL_837598	DENV2	IV-AsianII	2018-04-22	Africa	Angola	Luanda		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181	Stretches of NNNs (6.45%% of overall sequence).	warn
EPI_ISL_852607	DENV2	IV-AsianII	2019-02-15	Africa	Angola	Cunene		Human	Original	Serum		Oxford Nanopore Technologies MinION	bwa v. v 0.7.16a-r1181		
EPI_ISL_8824344	DENV2	II-Cosmopolitan	2020-08-02	Africa	Cameroon			Human	Original	Whole blood		Illumina	viral-ngs v. v2.1.12.0		
EPI_ISL_8824350	DENV2	II-Cosmopolitan	2020-06-24	Africa	Cameroon			Human	Original	Whole blood		Illumina	viral-ngs v. v2.1.12.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_9004465	DENV2	II-Cosmopolitan	2019-09-25	Asia	China	Guangdong	Guangzhou	Human	Original			Sanger			
EPI_ISL_9004469	DENV2	II-Cosmopolitan	2018-05-17	Asia	China	Guangdong	Guangzhou	Human	Original			Illumina	CLC Genomics Workbench v. 21.0.5	Gap of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_9004470	DENV2	II-Cosmopolitan	2019-09-16	Asia	China	Guangdong		Human	Original	Serum		Illumina	CLC Genomics Workbench v. 22.0		
EPI_ISL_939748	DENV2	III-Asian-American	2019-06-03	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_939749	DENV2	III-Asian-American	2019-05-22	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_939750	DENV2	III-Asian-American	2019-05-20	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939751	DENV2	III-Asian-American	2019-05-20	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939752	DENV2	III-Asian-American	2019-05-08	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_939753	DENV2	III-Asian-American	2019-05-08	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939754	DENV2	III-Asian-American	2019-05-08	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939755	DENV2	III-Asian-American	2019-05-03	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939756	DENV2	III-Asian-American	2019-05-02	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_939757	DENV2	III-Asian-American	2019-05-02	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939758	DENV2	III-Asian-American	2019-04-28	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_939759	DENV2	III-Asian-American	2019-04-26	South America	Brazil			Human	Original	Serum		Illumina	Trinity v. 2.10.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
